,geohash,SearchingByHour
484,dpz8uh0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.3333, 8: 0.1667, 9: 0.1875, 10: 0, 11: 0, 12: 0, 13: 0.0833, 14: 0, 15: 0, 16: 0.2, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 1}"
485,dpz9k72,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0.5, 8: 0.25, 9: 0, 10: 0, 11: 0.0185, 12: 0.0556, 13: 0.1538, 14: 0.1667, 15: 0.125, 16: 0, 17: 0, 18: 0.0714, 19: 0, 20: 0, 21: 0.5, 22: 0, 23: 0}"
486,dpz80z5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1667, 9: 0.4167, 10: 1, 11: 0.5, 12: 0.375, 13: 0, 14: 0.25, 15: 0, 16: 0, 17: 0, 18: 0.3333, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0}"
487,dpz2jct,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 1, 5: 0.125, 6: 0.0556, 7: 0.0152, 8: 0.0263, 9: 0, 10: 0.0357, 11: 0, 12: 0.0909, 13: 0.1458, 14: 0.1111, 15: 0, 16: 0, 17: 0, 18: 0.25, 19: 0, 20: 0.5, 21: 0, 22: 0, 23: 0}"
488,dpz9kf9,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.25, 7: 0, 8: 0, 9: 0.125, 10: 0, 11: 0, 12: 0.16, 13: 0, 14: 0.0652, 15: 0.1053, 16: 0.0952, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
489,dpz2jyy,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.5, 11: 0.6, 12: 0.1, 13: 0.3333, 14: 0.1667, 15: 1, 16: 0, 17: 1, 18: 0.3333, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
490,dpz9ke8,"{0: 0.5, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.25, 6: 0, 7: 0.1667, 8: 0.1429, 9: 0.2, 10: 0.6667, 11: 0.2, 12: 0.3333, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 1, 23: 0}"
491,dpz2nuq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.4286, 10: 0.1538, 11: 0.2857, 12: 0.2222, 13: 0.2, 14: 0.1538, 15: 0.125, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
492,dpz9k9u,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.2727, 7: 0.2917, 8: 0.0385, 9: 0, 10: 0.0769, 11: 0.1667, 12: 0.2, 13: 0.3333, 14: 0.2, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0.5, 23: 0}"
493,dpz8uhz,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0769, 9: 0, 10: 0.08, 11: 0.0833, 12: 0.1053, 13: 0.0909, 14: 0.1538, 15: 0, 16: 0, 17: 0.25, 18: 0, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0}"
494,dpz9ks1,"{0: 1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.2143, 11: 0.3333, 12: 0.2, 13: 0.25, 14: 0.1786, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
495,dpz2n7g,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.25, 7: 0.0526, 8: 0.0526, 9: 0.0455, 10: 0.0635, 11: 0.027, 12: 0, 13: 0.0513, 14: 0.0556, 15: 0, 16: 0, 17: 0.2, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
496,dpz9jvb,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1818, 8: 0, 9: 0, 10: 0.1818, 11: 0.0952, 12: 0.1111, 13: 0, 14: 0, 15: 0.1, 16: 0.0833, 17: 0, 18: 0, 19: 0, 20: 0.25, 21: 0, 22: 0, 23: 0}"
497,dpz8dwe,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0167, 9: 0.1833, 10: 0.1429, 11: 0, 12: 0.6667, 13: 0, 14: 0.5, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
498,dpz9j4f,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.375, 8: 0.25, 9: 0, 10: 0, 11: 0.2857, 12: 0.2, 13: 0.4286, 14: 1, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
499,dpz9j58,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.05, 8: 0.2308, 9: 0.1667, 10: 0.1, 11: 0.25, 12: 0.1429, 13: 0, 14: 0.0833, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 1, 21: 0, 22: 0, 23: 0}"
500,dpz8ef0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.25, 8: 0.2, 9: 0.1053, 10: 0.0667, 11: 0.0769, 12: 0.0333, 13: 0, 14: 0.1, 15: 0, 16: 0, 17: 0.1111, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
501,dpz9jpp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2222, 10: 0.15, 11: 0, 12: 0, 13: 0, 14: 0.125, 15: 0.1818, 16: 0, 17: 0, 18: 0.1538, 19: 0.125, 20: 0, 21: 0, 22: 0, 23: 0}"
502,dpz9h7j,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0.5, 9: 0, 10: 1, 11: 0.25, 12: 0.1538, 13: 0.25, 14: 0.2222, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 1, 21: 0, 22: 0, 23: 0}"
503,dpz9hxx,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.6875, 13: 0.6667, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
504,dpz2pms,"{0: 0, 1: 0.2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0909, 8: 0.0385, 9: 0.0357, 10: 0.2353, 11: 0.0769, 12: 0.125, 13: 0.125, 14: 0, 15: 0, 16: 0.0769, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
505,dpxrvzw,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1667, 8: 0, 9: 0.2857, 10: 0.5, 11: 0.1538, 12: 0.2778, 13: 0, 14: 0.2222, 15: 0, 16: 0.0625, 17: 0, 18: 0.25, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
506,dpz96bn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.6667, 7: 0.25, 8: 0, 9: 0.2222, 10: 0, 11: 0.2, 12: 0.5, 13: 0, 14: 0.125, 15: 0, 16: 0.3, 17: 0, 18: 0.1667, 19: 0.1667, 20: 0, 21: 0, 22: 0, 23: 0}"
507,dpz2pjw,"{0: 0, 1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1429, 9: 0.0952, 10: 0.0909, 11: 0.1304, 12: 0, 13: 0.0952, 14: 0, 15: 0, 16: 0, 17: 0.1818, 18: 0, 19: 0, 20: 0.1, 21: 0, 22: 0.5, 23: 0}"
508,dpz2ntq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.3333, 6: 0.7778, 7: 0.25, 8: 0, 9: 0, 10: 0.1667, 11: 0, 12: 0, 13: 0.0357, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
509,dpz8ukc,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.3333, 7: 0, 8: 0, 9: 0.0357, 10: 0.0769, 11: 0.0952, 12: 0.04, 13: 0, 14: 0.0909, 15: 0, 16: 0.1333, 17: 0, 18: 0.1, 19: 0, 20: 0, 21: 0.1667, 22: 0, 23: 0}"
510,dpz94xw,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1, 9: 0, 10: 0.2727, 11: 0.1765, 12: 0.0769, 13: 0.2, 14: 0.5, 15: 0.2, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
511,dpz2pkc,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.25, 8: 0.1, 9: 0.1786, 10: 0.3333, 11: 0.2, 12: 0, 13: 0.1818, 14: 0, 15: 0.0714, 16: 0, 17: 0, 18: 0, 19: 0, 20: 1, 21: 0, 22: 0, 23: 0}"
512,dpz9hsd,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.25, 9: 0.5, 10: 0, 11: 0, 12: 0.1053, 13: 0, 14: 0.125, 15: 0.0526, 16: 0.0476, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
513,dpz2wqs,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0714, 9: 0, 10: 0, 11: 0.1429, 12: 0.0833, 13: 0.2308, 14: 0.25, 15: 0.1667, 16: 0.0769, 17: 0, 18: 0.5, 19: 0, 20: 1, 21: 0, 22: 0, 23: 0}"
514,dpz2wxj,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0476, 9: 0.0333, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.0753, 15: 0.1111, 16: 0, 17: 0.1, 18: 0.0769, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
515,dpz2juc,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0667, 8: 0.1667, 9: 0.2, 10: 0, 11: 0.1429, 12: 0, 13: 0, 14: 0.0833, 15: 0, 16: 0.2, 17: 0.1818, 18: 0, 19: 0.0556, 20: 0, 21: 0, 22: 0, 23: 0}"
516,dpz90f6,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0909, 9: 0, 10: 0, 11: 0.12, 12: 0.0588, 13: 0.0286, 14: 0.02, 15: 0.0213, 16: 0.0588, 17: 0.25, 18: 0, 19: 0, 20: 0.0714, 21: 0, 22: 0, 23: 0}"
517,dpz8uk9,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.3333, 5: 0, 6: 0, 7: 0, 8: 0.0625, 9: 0, 10: 0.0455, 11: 0.0784, 12: 0, 13: 0.0769, 14: 0, 15: 0.0714, 16: 0.1563, 17: 0, 18: 0.0937, 19: 0, 20: 0, 21: 0.25, 22: 0.25, 23: 0}"
518,dpz3p6y,"{0: 0, 1: 0, 2: 0, 3: 0.5, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.3333, 10: 0.1429, 11: 0, 12: 0.1053, 13: 0, 14: 0, 15: 0.1818, 16: 0, 17: 0.1429, 18: 0.25, 19: 1, 20: 0, 21: 0, 22: 1, 23: 0}"
519,dpz9hs5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0469, 7: 0.0625, 8: 0, 9: 0.2222, 10: 0.0769, 11: 0.0714, 12: 0.0909, 13: 0, 14: 0.0455, 15: 0, 16: 0.0741, 17: 0.0417, 18: 0, 19: 0, 20: 0, 21: 1, 22: 0, 23: 0}"
520,dpz9h3m,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0.1111, 7: 0.1136, 8: 0.0833, 9: 0, 10: 0, 11: 0.125, 12: 0, 13: 0, 14: 0, 15: 0.2222, 16: 0.0556, 17: 0.25, 18: 0.25, 19: 0, 20: 0, 21: 0, 22: 0.3333, 23: 0}"
521,dpz9hut,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.25, 10: 0.2727, 11: 0.3125, 12: 0.125, 13: 0.1154, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0}"
522,dpz2jes,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.5, 7: 0, 8: 0.3333, 9: 0.1667, 10: 0, 11: 0.0909, 12: 0.1563, 13: 0.0667, 14: 0.0714, 15: 0.1818, 16: 0, 17: 0, 18: 0.0667, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
523,dpz2ndw,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.25, 9: 0, 10: 0.1333, 11: 0.25, 12: 0, 13: 0.7778, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
524,dpz94wt,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1429, 8: 0.3333, 9: 0.0645, 10: 0.0833, 11: 0.1429, 12: 0, 13: 0.3333, 14: 0.3333, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
525,dpz95ff,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0.3333, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.4286, 14: 0.4444, 15: 0, 16: 0, 17: 0.1667, 18: 0, 19: 0.2, 20: 0, 21: 0, 22: 0, 23: 0}"
526,dpz9ke2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.0833, 6: 0, 7: 0.0056, 8: 0, 9: 0, 10: 0.0556, 11: 0.0532, 12: 0.0444, 13: 0.0139, 14: 0, 15: 0, 16: 0.0395, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
527,dpz9hzn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.625, 8: 0.3333, 9: 0.3333, 10: 0.4, 11: 0, 12: 0.25, 13: 0.2, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
528,dpz2sdj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0909, 10: 0, 11: 0, 12: 0.1667, 13: 0.0417, 14: 0, 15: 0, 16: 0.6875, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
529,dpz8ged,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.25, 9: 0.125, 10: 0.4, 11: 0.1667, 12: 0, 13: 0.4286, 14: 0, 15: 0.4, 16: 0, 17: 0.3333, 18: 0, 19: 0, 20: 0, 21: 0.3333, 22: 0.5, 23: 0}"
530,dpz9jr4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.5, 7: 0.5, 8: 0.0588, 9: 0.1389, 10: 0.3125, 11: 0, 12: 0.25, 13: 0.1818, 14: 0.1429, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
531,dpz80yc,"{0: 0, 1: 0, 2: 0.5, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0.1667, 13: 0, 14: 0.5, 15: 0.125, 16: 0.375, 17: 0.3333, 18: 0.2, 19: 0.5, 20: 0.3333, 21: 0, 22: 0, 23: 0}"
532,dpz3p6q,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0588, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.1471, 14: 0.08, 15: 0.0278, 16: 0.0325, 17: 0, 18: 0.0652, 19: 0.0667, 20: 0, 21: 0, 22: 0, 23: 0}"
533,dpz9jdv,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0.2857, 9: 0.125, 10: 0, 11: 0.1667, 12: 0.0952, 13: 0.1053, 14: 0.1429, 15: 0.2857, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
534,dpz81pq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2222, 10: 0.2857, 11: 0, 12: 0.375, 13: 0.1875, 14: 0.5, 15: 0.25, 16: 0, 17: 0.5, 18: 0, 19: 0, 20: 0, 21: 1, 22: 0, 23: 0}"
535,dpz9hen,"{0: 0.1429, 1: 0.25, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.3333, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.5, 15: 0.0769, 16: 0.0167, 17: 0.0357, 18: 0, 19: 0.0769, 20: 0.1, 21: 0, 22: 0, 23: 0.2308}"
536,dpz2n0m,"{0: 0, 1: 0.6667, 2: 1, 3: 1, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0.1, 9: 0.5, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.025, 17: 0, 18: 0, 19: 0.5, 20: 1, 21: 0, 22: 0, 23: 1}"
537,dpz2jff,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.2143, 11: 0.0769, 12: 0.2, 13: 0.0333, 14: 0.125, 15: 0.0294, 16: 0.0556, 17: 0.0833, 18: 0, 19: 0.125, 20: 0, 21: 0, 22: 0, 23: 0}"
538,dpz2nc3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.25, 11: 0, 12: 0.2857, 13: 0.4, 14: 0, 15: 0, 16: 0, 17: 0.0645, 18: 0.1429, 19: 0.3333, 20: 0, 21: 0.5, 22: 0, 23: 0.5}"
539,dpz9k7z,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1579, 7: 0, 8: 0, 9: 0.1, 10: 0, 11: 0.1154, 12: 0.1429, 13: 0.0313, 14: 0.0667, 15: 0.1538, 16: 0.0588, 17: 0.1429, 18: 0, 19: 0, 20: 0.25, 21: 0, 22: 0, 23: 0}"
540,dpz9jv9,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.5, 8: 0, 9: 0.2, 10: 0, 11: 0.3056, 12: 0.0667, 13: 0.0625, 14: 0.0769, 15: 1, 16: 0.1429, 17: 0.3333, 18: 0, 19: 0, 20: 0.3333, 21: 0, 22: 0, 23: 0}"
541,dpz8cs1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1818, 7: 0, 8: 0.25, 9: 0.2222, 10: 0.125, 11: 0.1, 12: 0.1538, 13: 0.25, 14: 0.3333, 15: 0, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0.1667, 21: 0.125, 22: 0, 23: 0.1667}"
542,dpz8dz0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.5, 6: 0.25, 7: 0.0833, 8: 0.0667, 9: 0.1818, 10: 0.0357, 11: 0, 12: 0, 13: 0.2, 14: 0.125, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0.125}"
543,dpz2pqj,"{0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.075, 9: 0.1765, 10: 0, 11: 0, 12: 0.1818, 13: 0.2857, 14: 0, 15: 0.1333, 16: 0.1667, 17: 0, 18: 0, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0}"
544,dpz80rm,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.1429, 6: 0.2, 7: 0.2308, 8: 0, 9: 0.1333, 10: 0.2941, 11: 0.05, 12: 0, 13: 0.1618, 14: 0, 15: 0, 16: 0.2857, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
545,dpz946c,"{0: 0, 1: 0.3333, 2: 0.5, 3: 0, 4: 0, 5: 0.3667, 6: 0.1667, 7: 0, 8: 0.5, 9: 0.25, 10: 0, 11: 0.2381, 12: 0.0769, 13: 0.05, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.2, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
546,dpz2jt0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.2222, 7: 0.5, 8: 0.4286, 9: 0.2, 10: 0.1429, 11: 0.125, 12: 0, 13: 0.1667, 14: 0.4, 15: 1, 16: 1, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
547,dpz9k7x,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.2667, 6: 0.1875, 7: 0.5556, 8: 0.25, 9: 0.25, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
548,dpz90fh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.0208, 10: 0, 11: 0.2632, 12: 0.1667, 13: 0.0625, 14: 0, 15: 0.1111, 16: 0.1429, 17: 0.2, 18: 0.1111, 19: 0.3333, 20: 0.25, 21: 0, 22: 0, 23: 0}"
549,dpz9h37,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0.4, 10: 0.25, 11: 0.5, 12: 0.2, 13: 0.4286, 14: 0.3333, 15: 0.25, 16: 0, 17: 0.3333, 18: 0.3333, 19: 0.25, 20: 0, 21: 0, 22: 0, 23: 0}"
550,dpz94rz,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1667, 7: 0.0769, 8: 0.1667, 9: 0.0333, 10: 0.1538, 11: 0.1, 12: 0.0714, 13: 0, 14: 0.3333, 15: 0.1, 16: 0, 17: 0.1667, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
551,dpz95j3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1538, 8: 0, 9: 0.0469, 10: 0, 11: 0.0769, 12: 0.1364, 13: 0.1, 14: 0, 15: 0.2222, 16: 0.2, 17: 0, 18: 0, 19: 0, 20: 1, 21: 0, 22: 0, 23: 0}"
552,dpz8c5d,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.2, 6: 0, 7: 0, 8: 0.0556, 9: 0.11, 10: 0, 11: 0, 12: 0.1176, 13: 0, 14: 0, 15: 0.1379, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
553,dpz9k40,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1111, 10: 0.127, 11: 0.2609, 12: 0.1333, 13: 0, 14: 0.2857, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
554,dpz2jsq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.2, 7: 0, 8: 0.375, 9: 0.1111, 10: 0.0909, 11: 0.2, 12: 0.5, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.6667, 18: 0.0833, 19: 0.375, 20: 0, 21: 0, 22: 0, 23: 0}"
555,dpz2jsb,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1154, 8: 0.1538, 9: 0.2222, 10: 0, 11: 0, 12: 0.0909, 13: 0.05, 14: 0.3333, 15: 0, 16: 0.5, 17: 0, 18: 0, 19: 0, 20: 0.5, 21: 0, 22: 0, 23: 1}"
556,dpz9hcq,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1667, 9: 0.0769, 10: 0.0625, 11: 0.1667, 12: 0.025, 13: 0, 14: 0.0556, 15: 0.0526, 16: 0.0476, 17: 0, 18: 0, 19: 0.1538, 20: 0, 21: 0.25, 22: 0, 23: 0}"
557,dpz95y2,"{0: 0.5, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0125, 9: 0, 10: 0.0435, 11: 0.1333, 12: 0.0694, 13: 0.1333, 14: 0.0882, 15: 0.0909, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0.4, 21: 0.3333, 22: 0, 23: 0}"
558,dpz2jed,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.2857, 8: 0.1111, 9: 0, 10: 0.2, 11: 0, 12: 0.0682, 13: 0.125, 14: 0, 15: 0.1667, 16: 0.1667, 17: 0.125, 18: 0.1818, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
559,dpz9hx8,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.125, 7: 0, 8: 0.1176, 9: 0, 10: 0.1053, 11: 0.0833, 12: 0.0645, 13: 0.0909, 14: 0.0164, 15: 0.0118, 16: 0.0062, 17: 0.0833, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
560,dpz2n63,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.087, 9: 0.0833, 10: 0.0909, 11: 0.0455, 12: 0.1538, 13: 0.05, 14: 0.3, 15: 0.0741, 16: 0, 17: 0.1111, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
561,dpz2pnj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.25, 6: 0.0455, 7: 0.05, 8: 0.1333, 9: 0, 10: 0.0769, 11: 0, 12: 0.1333, 13: 0.1176, 14: 0.0769, 15: 0.2222, 16: 0, 17: 0.2, 18: 0, 19: 0.1667, 20: 0, 21: 1, 22: 0, 23: 0}"
